
-20
-182.0000	0.0517
-164.3200	0.4943
-160.5300	0.5460
-156.4200	0.5572
-152.6300	0.5325
-149.1600	0.5168
-144.7400	0.5572
-132.7400	0.6875
-120.7400	0.7639
-105.5800	0.7976
-98.0000	0.8044
-91.5260	0.8027
-64.5260	0.7379
-44.2370	0.6596
-29.9470	0.5658
-25.7630	0.5268
-23.9470	0.5152
-21.5790	0.5209
-19.5260	0.5668
-17.7890	0.6027
-16.2110	0.6127
-13.8420	0.5868
-2.0000	0.2745
13.3160	-0.1528
16.7890	-0.2097
19.2370	-0.2213
21.3680	-0.2127
23.0260	-0.1826
24.1320	-0.1611
26.5000	-0.1454
29.6580	-0.1613
34.1580	-0.2117
45.2110	-0.3429
63.7630	-0.5138
88.1580	-0.6511
96.8420	-0.6673
105.3700	-0.6628
115.7900	-0.6448
127.1600	-0.5976
140.1100	-0.4875
149.8900	-0.3415
160.3200	-0.1303
164.4200	-0.0719
167.5800	-0.1191
169.4700	-0.1011
178.0000	0.0517

0
-182.0000	0.0000
-169.0500	0.2853
-166.5300	0.3280
-164.0000	0.3370
-161.7900	0.3145
-158.9500	0.2943
-156.4200	0.3145
-145.3700	0.5033
-131.4700	0.6471
-119.1600	0.7055
-108.1100	0.7347
-98.3160	0.7392
-92.5530	0.7309
-65.9470	0.6459
-46.3680	0.5095
-36.2630	0.4143
-30.9740	0.3423
-28.8420	0.3293
-27.2630	0.3414
-24.8950	0.3888
-22.3680	0.4333
-19.9210	0.4425
-17.1580	0.4288
-14.9470	0.3971
-2.0000	0.0000
10.9470	-0.3971
13.1580	-0.4288
15.9210	-0.4425
18.3680	-0.4333
20.8950	-0.3888
23.2630	-0.3414
24.8420	-0.3293
26.9740	-0.3423
32.2630	-0.4143
42.3680	-0.5095
61.9470	-0.6459
88.5530	-0.7309
94.3160	-0.7392
104.1100	-0.7347
115.1600	-0.7055
127.4700	-0.6471
141.3700	-0.5033
152.4200	-0.3145
154.9500	-0.2943
157.7900	-0.3145
160.0000	-0.3370
162.5300	-0.3280
165.0500	-0.2853
178.0000	0.0000

20
-182.0000	-0.0517
-173.4700	0.1011
-171.5800	0.1191
-168.4200	0.0719
-164.3200	0.1303
-153.8900	0.3415
-144.1100	0.4875
-131.1600	0.5976
-119.7900	0.6448
-109.3700	0.6628
-100.8420	0.6673
-92.1580	0.6511
-67.7630	0.5138
-49.2110	0.3429
-38.1580	0.2117
-33.6580	0.1613
-30.5000	0.1454
-28.1320	0.1611
-27.0260	0.1826
-25.3680	0.2127
-23.2370	0.2213
-20.7890	0.2097
-17.3160	0.1528
-2.0000	-0.2745
9.8420	-0.5868
12.2110	-0.6127
13.7890	-0.6027
15.5260	-0.5668
17.5790	-0.5209
19.9470	-0.5152
21.7630	-0.5268
25.9470	-0.5658
40.2370	-0.6596
60.5260	-0.7379
87.5260	-0.8027
94.0000	-0.8044
101.5800	-0.7976
116.7400	-0.7639
128.7400	-0.6875
140.7400	-0.5572
145.1600	-0.5168
148.6300	-0.5325
152.4200	-0.5572
156.5300	-0.5460
160.3200	-0.4943
178.0000	-0.0517
